train_loss,epoch,step
163.66307067871094,0,50
163.1844940185547,1,101
162.64649963378906,2,152
161.99786376953125,3,203
161.35696411132812,4,254
160.63645935058594,5,305
159.78018188476562,6,356
158.858154296875,7,407
157.9431610107422,8,458
156.69590759277344,9,509
155.54718017578125,10,560
154.05520629882812,11,611
152.4363555908203,12,662
150.9573974609375,13,713
149.0363311767578,14,764
146.9095001220703,15,815
144.65814208984375,16,866
142.01219177246094,17,917
139.3758544921875,18,968
136.68930053710938,19,1019
133.93605041503906,20,1070
131.09442138671875,21,1121
127.39363098144531,22,1172
125.03941345214844,23,1223
121.24172973632812,24,1274
118.64079284667969,25,1325
114.81404876708984,26,1376
110.92828369140625,27,1427
106.48613739013672,28,1478
102.7984390258789,29,1529
98.58753967285156,30,1580
94.20161437988281,31,1631
90.57695770263672,32,1682
86.97077178955078,33,1733
82.20588684082031,34,1784
78.0063247680664,35,1835
75.0427017211914,36,1886
70.63928985595703,37,1937
67.05459594726562,38,1988
63.91657638549805,39,2039
60.54319381713867,40,2090
57.45431137084961,41,2141
53.55888366699219,42,2192
51.07264709472656,43,2243
48.11858367919922,44,2294
45.320186614990234,45,2345
41.45902633666992,46,2396
39.766719818115234,47,2447
37.55540466308594,48,2498
34.34989547729492,49,2549
32.25823974609375,50,2600
30.68643569946289,51,2651
28.520957946777344,52,2702
26.933914184570312,53,2753
24.689048767089844,54,2804
23.92138671875,55,2855
22.661046981811523,56,2906
21.324432373046875,57,2957
19.746692657470703,58,3008
19.515092849731445,59,3059
18.204818725585938,60,3110
17.12825584411621,61,3161
17.01582908630371,62,3212
15.885062217712402,63,3263
15.559818267822266,64,3314
13.959615707397461,65,3365
14.998994827270508,66,3416
13.565518379211426,67,3467
14.204483032226562,68,3518
13.963176727294922,69,3569
12.97036075592041,70,3620
13.12637996673584,71,3671
13.023515701293945,72,3722
12.987170219421387,73,3773
12.631518363952637,74,3824
12.920899391174316,75,3875
12.1370210647583,76,3926
12.049817085266113,77,3977
12.88199520111084,78,4028
11.888406753540039,79,4079
11.996872901916504,80,4130
12.179703712463379,81,4181
11.582968711853027,82,4232
12.458091735839844,83,4283
12.227303504943848,84,4334
11.691211700439453,85,4385
11.881549835205078,86,4436
12.094772338867188,87,4487
11.555445671081543,88,4538
11.617731094360352,89,4589
12.339117050170898,90,4640
12.006430625915527,91,4691
12.016904830932617,92,4742
10.895953178405762,93,4793
10.769487380981445,94,4844
11.345404624938965,95,4895
11.312111854553223,96,4946
11.297059059143066,97,4997
11.253148078918457,98,5048
10.788294792175293,99,5099
11.221061706542969,100,5150
10.959077835083008,101,5201
11.278116226196289,102,5252
11.370080947875977,103,5303
11.102615356445312,104,5354
10.754573822021484,105,5405
10.870109558105469,106,5456
11.172876358032227,107,5507
10.342141151428223,108,5558
11.178515434265137,109,5609
10.550832748413086,110,5660
10.455354690551758,111,5711
10.940679550170898,112,5762
10.965291976928711,113,5813
10.110217094421387,114,5864
10.02152156829834,115,5915
10.48739242553711,116,5966
10.359487533569336,117,6017
10.690520286560059,118,6068
10.074049949645996,119,6119
10.510232925415039,120,6170
9.869773864746094,121,6221
10.3182954788208,122,6272
10.162558555603027,123,6323
10.02900505065918,124,6374
9.854583740234375,125,6425
10.350008964538574,126,6476
10.374027252197266,127,6527
10.431221008300781,128,6578
10.523252487182617,129,6629
9.661324501037598,130,6680
10.118245124816895,131,6731
9.351479530334473,132,6782
9.409408569335938,133,6833
10.00053882598877,134,6884
9.469297409057617,135,6935
9.398994445800781,136,6986
9.64993953704834,137,7037
9.42031478881836,138,7088
9.577569961547852,139,7139
9.407686233520508,140,7190
9.541193962097168,141,7241
9.045721054077148,142,7292
9.324057579040527,143,7343
9.576680183410645,144,7394
8.855937957763672,145,7445
9.43639850616455,146,7496
9.210838317871094,147,7547
9.427034378051758,148,7598
8.814432144165039,149,7649
8.985093116760254,150,7700
9.597537994384766,151,7751
8.691791534423828,152,7802
8.996302604675293,153,7853
9.413874626159668,154,7904
8.406051635742188,155,7955
8.88832950592041,156,8006
9.398515701293945,157,8057
8.942952156066895,158,8108
8.913246154785156,159,8159
8.933816909790039,160,8210
9.607748985290527,161,8261
8.325510025024414,162,8312
8.902175903320312,163,8363
8.059552192687988,164,8414
8.7390718460083,165,8465
8.713862419128418,166,8516
8.773427963256836,167,8567
7.936225414276123,168,8618
8.407113075256348,169,8669
8.772404670715332,170,8720
8.724349021911621,171,8771
8.471900939941406,172,8822
8.428031921386719,173,8873
8.126161575317383,174,8924
7.933391571044922,175,8975
8.357030868530273,176,9026
8.563606262207031,177,9077
8.49807071685791,178,9128
8.3817720413208,179,9179
8.516313552856445,180,9230
8.435128211975098,181,9281
7.981727123260498,182,9332
7.966538906097412,183,9383
7.817302227020264,184,9434
7.829100131988525,185,9485
8.102505683898926,186,9536
8.103191375732422,187,9587
7.942852973937988,188,9638
7.7424187660217285,189,9689
7.895689010620117,190,9740
8.005438804626465,191,9791
8.4834623336792,192,9842
7.975576400756836,193,9893
7.6630940437316895,194,9944
7.808743000030518,195,9995
8.173130989074707,196,10046
8.141287803649902,197,10097
8.135971069335938,198,10148
7.730936050415039,199,10199
8.242233276367188,200,10250
8.22575569152832,201,10301
7.8512091636657715,202,10352
7.718501567840576,203,10403
7.54345178604126,204,10454
7.847967624664307,205,10505
7.112848281860352,206,10556
7.635006904602051,207,10607
7.790590286254883,208,10658
7.250874996185303,209,10709
7.561269283294678,210,10760
7.956058979034424,211,10811
7.981729030609131,212,10862
7.748678207397461,213,10913
7.684381008148193,214,10964
7.379795074462891,215,11015
7.646289348602295,216,11066
7.915375709533691,217,11117
7.287290096282959,218,11168
7.648923873901367,219,11219
7.289328575134277,220,11270
7.7257161140441895,221,11321
7.397890567779541,222,11372
7.45793342590332,223,11423
7.393882751464844,224,11474
7.7112860679626465,225,11525
7.313658714294434,226,11576
