train_loss,epoch,step
1.1732624769210815,0,13
1.165356993675232,1,27
1.150830626487732,2,41
1.1612166166305542,3,55
1.1470720767974854,4,69
1.1434993743896484,5,83
1.1142908334732056,6,97
1.1274527311325073,7,111
1.1308051347732544,8,125
1.1177480220794678,9,139
1.0966776609420776,10,153
1.0911014080047607,11,167
1.1096103191375732,12,181
1.0887175798416138,13,195
1.0829452276229858,14,209
1.0602529048919678,15,223
1.057199239730835,16,237
1.0652656555175781,17,251
1.0539799928665161,18,265
1.034990906715393,19,279
1.027053713798523,20,293
1.0300301313400269,21,307
1.0042698383331299,22,321
1.005947470664978,23,335
1.0032944679260254,24,349
1.004717469215393,25,363
1.0068048238754272,26,377
0.9884463548660278,27,391
0.9812864661216736,28,405
0.9858354926109314,29,419
0.9860583543777466,30,433
0.9672830104827881,31,447
0.950694739818573,32,461
0.9573280215263367,33,475
0.9500197172164917,34,489
0.94215989112854,35,503
0.9403031468391418,36,517
0.9280609488487244,37,531
0.9123336672782898,38,545
0.9322982430458069,39,559
0.8911590576171875,40,573
0.9116087555885315,41,587
0.8866252899169922,42,601
0.9029133319854736,43,615
0.8754000067710876,44,629
0.8675293326377869,45,643
0.880696177482605,46,657
0.8565464019775391,47,671
0.8641406893730164,48,685
0.8449230194091797,49,699
0.8423299789428711,50,713
0.8546327948570251,51,727
0.8538135886192322,52,741
0.8431136608123779,53,755
0.8421878814697266,54,769
0.8420184850692749,55,783
0.8459818959236145,56,797
0.8293721079826355,57,811
0.8315581679344177,58,825
0.8225964903831482,59,839
0.7678835391998291,60,853
0.819769561290741,61,867
0.797298014163971,62,881
0.789882481098175,63,895
0.7861300110816956,64,909
0.7585739493370056,65,923
0.7788432240486145,66,937
0.7405306696891785,67,951
0.7714951038360596,68,965
0.7848455905914307,69,979
0.7954176664352417,70,993
0.764656662940979,71,1007
0.7454513907432556,72,1021
0.7401842474937439,73,1035
0.7024037837982178,74,1049
0.7150619029998779,75,1063
0.7213912010192871,76,1077
0.7277722954750061,77,1091
0.6833779215812683,78,1105
0.711037814617157,79,1119
0.7087658643722534,80,1133
0.694708526134491,81,1147
0.6771565675735474,82,1161
0.6737607717514038,83,1175
0.7073105573654175,84,1189
0.6795312166213989,85,1203
0.690371036529541,86,1217
0.6931235194206238,87,1231
0.6538664698600769,88,1245
0.6355592012405396,89,1259
0.6635904908180237,90,1273
0.6739385724067688,91,1287
0.6436834335327148,92,1301
0.6071168780326843,93,1315
0.6326059103012085,94,1329
0.6311067938804626,95,1343
0.649526059627533,96,1357
0.6066163182258606,97,1371
0.6333892941474915,98,1385
0.5910295248031616,99,1399
0.5926843881607056,100,1413
0.6228085160255432,101,1427
0.610539436340332,102,1441
0.6087037324905396,103,1455
0.5925449132919312,104,1469
0.5770536065101624,105,1483
0.591937780380249,106,1497
0.5912858843803406,107,1511
0.5886973738670349,108,1525
0.6029805541038513,109,1539
0.608590304851532,110,1553
0.5438739061355591,111,1567
0.5510022044181824,112,1581
0.5585055947303772,113,1595
0.6065351366996765,114,1609
0.576210081577301,115,1623
0.5508157014846802,116,1637
0.5616127252578735,117,1651
0.5163903832435608,118,1665
0.5518192052841187,119,1679
0.5543418526649475,120,1693
0.5446617603302002,121,1707
0.5741143822669983,122,1721
0.5283700227737427,123,1735
0.5352281928062439,124,1749
0.49400991201400757,125,1763
0.5105324983596802,126,1777
0.5245180726051331,127,1791
0.4960228502750397,128,1805
0.5295308828353882,129,1819
0.5126574039459229,130,1833
0.547487735748291,131,1847
0.5160694122314453,132,1861
0.4894118905067444,133,1875
0.4737863540649414,134,1889
0.48643651604652405,135,1903
0.5121549963951111,136,1917
0.470838725566864,137,1931
0.5009248852729797,138,1945
0.4788873493671417,139,1959
0.47534099221229553,140,1973
0.4706646800041199,141,1987
0.47243091464042664,142,2001
0.4895952641963959,143,2015
0.5384895205497742,144,2029
0.4836999773979187,145,2043
0.46450549364089966,146,2057
0.4874969720840454,147,2071
0.4689636826515198,148,2085
0.4964900314807892,149,2099
0.47845759987831116,150,2113
0.4432283937931061,151,2127
0.437064528465271,152,2141
0.49313047528266907,153,2155
0.456127405166626,154,2169
0.46024951338768005,155,2183
0.4777119755744934,156,2197
0.42879611253738403,157,2211
0.4420088231563568,158,2225
0.45071619749069214,159,2239
0.42040684819221497,160,2253
0.47278672456741333,161,2267
0.43666207790374756,162,2281
0.45594388246536255,163,2295
0.44711416959762573,164,2309
0.415804386138916,165,2323
0.4094928503036499,166,2337
0.41298308968544006,167,2351
0.4216161370277405,168,2365
0.4287377595901489,169,2379
0.4109008312225342,170,2393
0.4435183107852936,171,2407
0.4314884543418884,172,2421
0.42939063906669617,173,2435
0.40374627709388733,174,2449
0.38389843702316284,175,2463
0.45939797163009644,176,2477
0.4162527620792389,177,2491
0.45168882608413696,178,2505
0.4108849763870239,179,2519
0.4462023675441742,180,2533
0.42119166254997253,181,2547
0.41062402725219727,182,2561
0.367632657289505,183,2575
0.436355859041214,184,2589
0.3868121802806854,185,2603
0.40843963623046875,186,2617
0.4220649003982544,187,2631
0.4101853668689728,188,2645
0.3888142704963684,189,2659
0.4017505943775177,190,2673
0.3756991922855377,191,2687
0.38261303305625916,192,2701
0.3752656877040863,193,2715
0.3653179407119751,194,2729
0.4014667868614197,195,2743
0.41902607679367065,196,2757
0.40487322211265564,197,2771
0.35146665573120117,198,2785
0.36078688502311707,199,2799
0.4166428744792938,200,2813
0.35859885811805725,201,2827
0.3950931131839752,202,2841
0.3587612807750702,203,2855
0.3520357310771942,204,2869
0.37293437123298645,205,2883
0.35975784063339233,206,2897
0.39404138922691345,207,2911
0.3807121813297272,208,2925
0.32755446434020996,209,2939
0.3715367317199707,210,2953
0.3508717119693756,211,2967
0.3740105926990509,212,2981
0.3498111665248871,213,2995
0.3732888996601105,214,3009
0.3400094509124756,215,3023
0.3575887680053711,216,3037
0.3281368613243103,217,3051
0.3891342580318451,218,3065
0.3335779309272766,219,3079
0.38622695207595825,220,3093
0.36350569128990173,221,3107
0.29050248861312866,222,3121
0.36382243037223816,223,3135
0.3952704966068268,224,3149
0.35075148940086365,225,3163
0.3686266541481018,226,3177
0.35678723454475403,227,3191
0.34958815574645996,228,3205
0.35527583956718445,229,3219
0.3086715340614319,230,3233
0.3176477253437042,231,3247
0.3443642258644104,232,3261
0.35264521837234497,233,3275
0.3747316300868988,234,3289
0.327633798122406,235,3303
0.34942251443862915,236,3317
0.3558771014213562,237,3331
0.408656507730484,238,3345
0.3639105558395386,239,3359
0.35552582144737244,240,3373
0.3036348521709442,241,3387
0.3300686180591583,242,3401
