train_loss,epoch,step,test_loss,r2,rmse
0.5136721134185791,155,2183,,,
0.49888092279434204,156,2197,,,
0.48473283648490906,157,2211,,,
0.5057423114776611,158,2225,,,
0.5009345412254333,159,2239,,,
0.468828022480011,160,2253,,,
0.4724293649196625,161,2267,,,
0.4723008871078491,162,2281,,,
0.4977010488510132,163,2295,,,
0.461391806602478,164,2309,,,
0.4726444184780121,165,2323,,,
0.45546722412109375,166,2337,,,
0.49514058232307434,167,2351,,,
0.4587760865688324,168,2365,,,
0.45476654171943665,169,2379,,,
0.4591927230358124,170,2393,,,
0.46645715832710266,171,2407,,,
0.4622892141342163,172,2421,,,
0.4714338183403015,173,2435,,,
0.4185448884963989,174,2449,,,
0.42969632148742676,175,2463,,,
0.4985378384590149,176,2477,,,
0.4624985158443451,177,2491,,,
0.4317142069339752,178,2505,,,
0.4757560193538666,179,2519,,,
0.43565472960472107,180,2533,,,
0.4690624475479126,181,2547,,,
0.4643716514110565,182,2561,,,
0.41796842217445374,183,2575,,,
0.49991902709007263,184,2589,,,
0.4203842580318451,185,2603,,,
0.45191672444343567,186,2617,,,
0.4127635955810547,187,2631,,,
0.4077700674533844,188,2645,,,
0.4324738085269928,189,2659,,,
0.4275190830230713,190,2673,,,
0.428449809551239,191,2687,,,
0.4525754451751709,192,2701,,,
0.4412548243999481,193,2715,,,
0.40853461623191833,194,2729,,,
0.4522477388381958,195,2743,,,
0.45175039768218994,196,2757,,,
0.40649354457855225,197,2771,,,
0.4177081882953644,198,2785,,,
0.43501076102256775,199,2799,,,
0.4211253225803375,200,2813,,,
0.4147125780582428,201,2827,,,
0.4495983421802521,202,2841,,,
0.4021552801132202,203,2855,,,
0.44676584005355835,204,2869,,,
0.4226626455783844,205,2883,,,
0.4325278401374817,206,2897,,,
0.37341633439064026,207,2911,,,
0.45857948064804077,208,2925,,,
0.4157339036464691,209,2939,,,
0.380785197019577,210,2953,,,
0.43495410680770874,211,2967,,,
0.3903788626194,212,2981,,,
0.4127654433250427,213,2995,,,
0.46181032061576843,214,3009,,,
0.4009695053100586,215,3023,,,
0.40853819251060486,216,3037,,,
0.38196372985839844,217,3051,,,
0.42255932092666626,218,3065,,,
0.3894985318183899,219,3079,,,
0.38246965408325195,220,3093,,,
0.3635786771774292,221,3107,,,
0.4404381215572357,222,3121,,,
0.38274869322776794,223,3135,,,
0.39788588881492615,224,3149,,,
0.3892679810523987,225,3163,,,
0.380878746509552,226,3177,,,
0.35558533668518066,227,3191,,,
0.40817883610725403,228,3205,,,
0.42415735125541687,229,3219,,,
0.38280582427978516,230,3233,,,
0.4064437448978424,231,3247,,,
0.43771788477897644,232,3261,,,
0.4112865626811981,233,3275,,,
0.37884700298309326,234,3289,,,
0.3928897976875305,235,3303,,,
0.3933570683002472,236,3317,,,
0.4121552109718323,237,3331,,,
0.4192054867744446,238,3345,,,
0.3751152455806732,239,3359,,,
0.3968817889690399,240,3373,,,
0.39684924483299255,241,3387,,,
0.3506706953048706,242,3401,,,
0.3926653563976288,243,3415,,,
0.3973737061023712,244,3429,,,
0.3987424969673157,245,3443,,,
0.4060748517513275,246,3457,,,
0.4017051160335541,247,3471,,,
0.40707018971443176,248,3485,,,
0.3718213737010956,249,3499,,,
0.37554624676704407,250,3513,,,
0.3696610629558563,251,3527,,,
0.3546212315559387,252,3541,,,
0.3596929609775543,253,3555,,,
0.3525890111923218,254,3569,,,
0.3615686297416687,255,3583,,,
0.3792572021484375,256,3597,,,
0.3780517280101776,257,3611,,,
0.3889661729335785,258,3625,,,
0.368425190448761,259,3639,,,
0.3831908404827118,260,3653,,,
0.3561707139015198,261,3667,,,
0.34973445534706116,262,3681,,,
0.3225018084049225,263,3695,,,
0.36451855301856995,264,3709,,,
0.33375266194343567,265,3723,,,
0.3633357584476471,266,3737,,,
0.39356836676597595,267,3751,,,
0.3628023564815521,268,3765,,,
0.409755140542984,269,3779,,,
0.3587365448474884,270,3793,,,
0.3638737201690674,271,3807,,,
0.371011346578598,272,3821,,,
0.38409942388534546,273,3835,,,
0.3538180887699127,274,3849,,,
0.32485800981521606,275,3863,,,
0.3385464549064636,276,3877,,,
0.33201682567596436,277,3891,,,
0.34704533219337463,278,3905,,,
0.3648993670940399,279,3919,,,
0.35314276814460754,280,3933,,,
0.3594433665275574,281,3947,,,
0.34445449709892273,282,3961,,,
0.34240782260894775,283,3975,,,
,284,3976,0.20055630803108215,-0.3202191635487261,0.43898913264274597
