train_loss,epoch,step,test_loss,r2,rmse
1.3797529935836792,0,13,,,
1.378371238708496,1,27,,,
1.375627875328064,2,41,,,
1.3571537733078003,3,55,,,
1.2736425399780273,4,69,,,
1.3101550340652466,5,83,,,
1.258952260017395,6,97,,,
1.2832520008087158,7,111,,,
1.2693719863891602,8,125,,,
1.3056461811065674,9,139,,,
1.2649177312850952,10,153,,,
1.2931022644042969,11,167,,,
1.243869423866272,12,181,,,
1.2463643550872803,13,195,,,
1.2590535879135132,14,209,,,
1.2525157928466797,15,223,,,
1.223236322402954,16,237,,,
1.2190556526184082,17,251,,,
1.201722264289856,18,265,,,
1.1809957027435303,19,279,,,
1.1860898733139038,20,293,,,
1.1626898050308228,21,307,,,
1.177625298500061,22,321,,,
1.1796135902404785,23,335,,,
1.147002100944519,24,349,,,
1.1526000499725342,25,363,,,
1.1306513547897339,26,377,,,
1.1094707250595093,27,391,,,
1.1243048906326294,28,405,,,
1.0983959436416626,29,419,,,
1.102085828781128,30,433,,,
1.0605098009109497,31,447,,,
1.092375636100769,32,461,,,
1.0564687252044678,33,475,,,
1.0480220317840576,34,489,,,
1.0358397960662842,35,503,,,
1.0784629583358765,36,517,,,
1.0560411214828491,37,531,,,
1.035481572151184,38,545,,,
1.0405668020248413,39,559,,,
0.9944711923599243,40,573,,,
1.0048407316207886,41,587,,,
1.0137362480163574,42,601,,,
1.0046048164367676,43,615,,,
1.0009522438049316,44,629,,,
0.9708455801010132,45,643,,,
0.9893242120742798,46,657,,,
0.963374137878418,47,671,,,
0.9750095009803772,48,685,,,
0.9749031662940979,49,699,,,
0.9376339316368103,50,713,,,
0.9215623736381531,51,727,,,
0.9465519189834595,52,741,,,
0.9362358450889587,53,755,,,
0.9218233823776245,54,769,,,
0.9345535635948181,55,783,,,
0.8934193253517151,56,797,,,
0.9163693189620972,57,811,,,
0.9026889801025391,58,825,,,
0.8884300589561462,59,839,,,
0.906207263469696,60,853,,,
0.8995885848999023,61,867,,,
0.8854042291641235,62,881,,,
0.908350944519043,63,895,,,
0.8710711002349854,64,909,,,
0.8621804118156433,65,923,,,
0.8833187818527222,66,937,,,
0.8483771085739136,67,951,,,
0.8298473358154297,68,965,,,
0.8183987140655518,69,979,,,
0.8477096557617188,70,993,,,
0.8205591440200806,71,1007,,,
0.8305528163909912,72,1021,,,
0.7936856150627136,73,1035,,,
0.799544095993042,74,1049,,,
0.799725353717804,75,1063,,,
0.8014011383056641,76,1077,,,
0.7945980429649353,77,1091,,,
0.7589511871337891,78,1105,,,
0.7806540727615356,79,1119,,,
0.7333399057388306,80,1133,,,
0.7430006861686707,81,1147,,,
0.7572253942489624,82,1161,,,
0.7513521313667297,83,1175,,,
0.7412319779396057,84,1189,,,
0.7323544025421143,85,1203,,,
0.7405142188072205,86,1217,,,
0.7433022856712341,87,1231,,,
0.7310159802436829,88,1245,,,
0.7157065272331238,89,1259,,,
0.7409741282463074,90,1273,,,
0.7454195022583008,91,1287,,,
0.7238105535507202,92,1301,,,
0.732526957988739,93,1315,,,
0.7067301869392395,94,1329,,,
0.7139694094657898,95,1343,,,
0.7135912775993347,96,1357,,,
0.6762057542800903,97,1371,,,
0.6946099400520325,98,1385,,,
0.6650701761245728,99,1399,,,
0.6963344812393188,100,1413,,,
0.6931925415992737,101,1427,,,
0.6651793718338013,102,1441,,,
0.6553761959075928,103,1455,,,
0.6645483374595642,104,1469,,,
0.6622649431228638,105,1483,,,
0.6528723835945129,106,1497,,,
0.6507896184921265,107,1511,,,
0.6430519819259644,108,1525,,,
0.6463913917541504,109,1539,,,
0.6321648955345154,110,1553,,,
0.680024266242981,111,1567,,,
0.620846152305603,112,1581,,,
0.66297847032547,113,1595,,,
0.6233709454536438,114,1609,,,
0.6255707740783691,115,1623,,,
0.6039584875106812,116,1637,,,
0.6491442322731018,117,1651,,,
0.6150280833244324,118,1665,,,
0.5963582396507263,119,1679,,,
0.5785441398620605,120,1693,,,
0.5950506329536438,121,1707,,,
0.5575045943260193,122,1721,,,
0.5636472105979919,123,1735,,,
0.567967414855957,124,1749,,,
0.5777553915977478,125,1763,,,
0.5990140438079834,126,1777,,,
0.5618085265159607,127,1791,,,
0.5810391902923584,128,1805,,,
0.5716028213500977,129,1819,,,
0.5471752285957336,130,1833,,,
0.5565367341041565,131,1847,,,
0.5189390778541565,132,1861,,,
0.5648270845413208,133,1875,,,
0.5753622651100159,134,1889,,,
0.5508143305778503,135,1903,,,
0.5886363983154297,136,1917,,,
0.5207436680793762,137,1931,,,
0.5432151556015015,138,1945,,,
0.540057361125946,139,1959,,,
0.4787009060382843,140,1973,,,
0.5865514874458313,141,1987,,,
0.5449587106704712,142,2001,,,
0.5400973558425903,143,2015,,,
0.5409195423126221,144,2029,,,
0.5708823204040527,145,2043,,,
0.5103405714035034,146,2057,,,
0.5473006367683411,147,2071,,,
0.548389732837677,148,2085,,,
0.5051301121711731,149,2099,,,
0.5334863066673279,150,2113,,,
0.465329647064209,151,2127,,,
0.5341331362724304,152,2141,,,
0.5397284030914307,153,2155,,,
0.5136132836341858,154,2169,,,
