train_loss,epoch,step,test_loss,r2,rmse
1.2813931703567505,0,13,,,
1.2605568170547485,1,27,,,
1.2544145584106445,2,41,,,
1.241642713546753,3,55,,,
1.2244658470153809,4,69,,,
1.2338660955429077,5,83,,,
1.2150471210479736,6,97,,,
1.1938979625701904,7,111,,,
1.1993904113769531,8,125,,,
1.1781359910964966,9,139,,,
1.1760609149932861,10,153,,,
1.1720391511917114,11,167,,,
1.1631444692611694,12,181,,,
1.1501811742782593,13,195,,,
1.1412949562072754,14,209,,,
1.1339823007583618,15,223,,,
1.1293344497680664,16,237,,,
1.1161408424377441,17,251,,,
1.1194815635681152,18,265,,,
1.1072746515274048,19,279,,,
1.0996551513671875,20,293,,,
1.081693172454834,21,307,,,
1.0861254930496216,22,321,,,
1.060403823852539,23,335,,,
1.0679553747177124,24,349,,,
1.050371766090393,25,363,,,
1.0503644943237305,26,377,,,
1.0508239269256592,27,391,,,
1.0304516553878784,28,405,,,
1.0099211931228638,29,419,,,
1.0161491632461548,30,433,,,
1.003725528717041,31,447,,,
0.9932898879051208,32,461,,,
0.99842768907547,33,475,,,
0.9821205735206604,34,489,,,
0.9850456118583679,35,503,,,
0.9644652605056763,36,517,,,
0.9659338593482971,37,531,,,
0.9659735560417175,38,545,,,
0.9623510837554932,39,559,,,
0.9272910356521606,40,573,,,
0.9194694757461548,41,587,,,
0.923236608505249,42,601,,,
0.918447732925415,43,615,,,
0.9222742915153503,44,629,,,
0.9031543731689453,45,643,,,
0.8962169885635376,46,657,,,
0.87850421667099,47,671,,,
0.8992603421211243,48,685,,,
0.8818478584289551,49,699,,,
0.8834825754165649,50,713,,,
0.8581855297088623,51,727,,,
0.870261013507843,52,741,,,
0.8551841974258423,53,755,,,
0.8537395000457764,54,769,,,
0.8359094858169556,55,783,,,
0.8324841260910034,56,797,,,
0.8173999786376953,57,811,,,
0.8083322048187256,58,825,,,
0.8073105216026306,59,839,,,
0.8107461929321289,60,853,,,
0.7958652377128601,61,867,,,
0.7730814218521118,62,881,,,
0.7685261964797974,63,895,,,
0.7766571044921875,64,909,,,
0.7683281302452087,65,923,,,
0.7675027847290039,66,937,,,
0.7522006630897522,67,951,,,
0.7458006739616394,68,965,,,
0.7257817387580872,69,979,,,
0.7260705828666687,70,993,,,
0.7165189385414124,71,1007,,,
0.7130178809165955,72,1021,,,
0.7201070189476013,73,1035,,,
0.7279933094978333,74,1049,,,
0.6964282393455505,75,1063,,,
0.6845148205757141,76,1077,,,
0.696812093257904,77,1091,,,
0.6735602021217346,78,1105,,,
0.6677444577217102,79,1119,,,
0.6692959070205688,80,1133,,,
0.664359986782074,81,1147,,,
0.6604721546173096,82,1161,,,
0.6500402688980103,83,1175,,,
0.6417529582977295,84,1189,,,
0.6463725566864014,85,1203,,,
0.6358439326286316,86,1217,,,
0.620659351348877,87,1231,,,
0.6000335812568665,88,1245,,,
0.5990341901779175,89,1259,,,
0.5982776880264282,90,1273,,,
0.595283031463623,91,1287,,,
0.6049036383628845,92,1301,,,
0.5910950303077698,93,1315,,,
0.5794825553894043,94,1329,,,
0.5732505321502686,95,1343,,,
0.5763261914253235,96,1357,,,
0.5662260055541992,97,1371,,,
0.54179447889328,98,1385,,,
0.5427646636962891,99,1399,,,
0.5403881072998047,100,1413,,,
0.5491999387741089,101,1427,,,
0.5272431969642639,102,1441,,,
0.5072178244590759,103,1455,,,
0.5059419870376587,104,1469,,,
0.506680965423584,105,1483,,,
0.4979134202003479,106,1497,,,
0.5200600028038025,107,1511,,,
0.49826350808143616,108,1525,,,
0.4884628653526306,109,1539,,,
0.4804883301258087,110,1553,,,
0.4776257872581482,111,1567,,,
0.49521341919898987,112,1581,,,
0.4699570834636688,113,1595,,,
0.467264324426651,114,1609,,,
0.479314386844635,115,1623,,,
0.4422018826007843,116,1637,,,
0.45277726650238037,117,1651,,,
0.4386395812034607,118,1665,,,
0.4611496329307556,119,1679,,,
0.4342222213745117,120,1693,,,
0.43227285146713257,121,1707,,,
0.42300620675086975,122,1721,,,
0.4318171441555023,123,1735,,,
0.41268011927604675,124,1749,,,
0.4080843925476074,125,1763,,,
0.4104157090187073,126,1777,,,
0.3980928659439087,127,1791,,,
0.3795646131038666,128,1805,,,
0.39505240321159363,129,1819,,,
0.4296390116214752,130,1833,,,
0.395184725522995,131,1847,,,
0.38093534111976624,132,1861,,,
0.4097457826137543,133,1875,,,
0.42006927728652954,134,1889,,,
0.3952620327472687,135,1903,,,
0.3832208514213562,136,1917,,,
0.3853973150253296,137,1931,,,
0.3851849436759949,138,1945,,,
0.37285783886909485,139,1959,,,
0.3618634343147278,140,1973,,,
0.3467315435409546,141,1987,,,
0.3556622266769409,142,2001,,,
0.3433293104171753,143,2015,,,
0.36693158745765686,144,2029,,,
0.37644439935684204,145,2043,,,
0.3581027686595917,146,2057,,,
0.3287025988101959,147,2071,,,
0.3406158983707428,148,2085,,,
0.3431347608566284,149,2099,,,
0.33929046988487244,150,2113,,,
0.3591967821121216,151,2127,,,
0.3682643175125122,152,2141,,,
0.34703248739242554,153,2155,,,
0.32661962509155273,154,2169,,,
0.3060680627822876,155,2183,,,
0.32159167528152466,156,2197,,,
0.3168407082557678,157,2211,,,
0.33494287729263306,158,2225,,,
