train_loss,epoch,step
164.34869384765625,0,50
163.68093872070312,1,101
162.91326904296875,2,152
162.04013061523438,3,203
161.2011260986328,4,254
160.23895263671875,5,305
159.13975524902344,6,356
158.08749389648438,7,407
156.56956481933594,8,458
155.17149353027344,9,509
153.3382568359375,10,560
151.8584442138672,11,611
149.50595092773438,12,662
147.4541778564453,13,713
145.25704956054688,14,764
142.66751098632812,15,815
140.10414123535156,16,866
137.407470703125,17,917
134.79151916503906,18,968
131.3622283935547,19,1019
129.22976684570312,20,1070
125.88370513916016,21,1121
122.37062072753906,22,1172
119.37693786621094,23,1223
116.31842041015625,24,1274
112.2322769165039,25,1325
108.12864685058594,26,1376
105.9996566772461,27,1427
101.9354476928711,28,1478
98.91368865966797,29,1529
94.86640167236328,30,1580
91.40019226074219,31,1631
87.98114013671875,32,1682
84.18397521972656,33,1733
81.25413513183594,34,1784
77.58433532714844,35,1835
73.93060302734375,36,1886
71.01821899414062,37,1937
68.05017852783203,38,1988
64.59410858154297,39,2039
62.26570510864258,40,2090
59.01454162597656,41,2141
56.29362869262695,42,2192
52.9927864074707,43,2243
50.74470520019531,44,2294
47.34473419189453,45,2345
44.4167594909668,46,2396
41.834510803222656,47,2447
40.711605072021484,48,2498
37.41437911987305,49,2549
34.97135925292969,50,2600
33.03750991821289,51,2651
30.568986892700195,52,2702
29.474836349487305,53,2753
28.157445907592773,54,2804
24.873781204223633,55,2855
24.00682830810547,56,2906
22.660120010375977,57,2957
21.974626541137695,58,3008
20.384262084960938,59,3059
19.51072120666504,60,3110
18.756105422973633,61,3161
17.5842342376709,62,3212
16.726491928100586,63,3263
16.668668746948242,64,3314
15.445250511169434,65,3365
15.35936450958252,66,3416
14.906417846679688,67,3467
14.236435890197754,68,3518
14.00300121307373,69,3569
13.067464828491211,70,3620
12.780487060546875,71,3671
13.641258239746094,72,3722
12.078767776489258,73,3773
12.282275199890137,74,3824
13.265458106994629,75,3875
12.72718620300293,76,3926
12.47136116027832,77,3977
12.369322776794434,78,4028
11.730668067932129,79,4079
11.623710632324219,80,4130
11.812662124633789,81,4181
11.540061950683594,82,4232
11.047682762145996,83,4283
10.852974891662598,84,4334
11.512504577636719,85,4385
11.281875610351562,86,4436
11.571006774902344,87,4487
10.404635429382324,88,4538
10.775745391845703,89,4589
10.628252029418945,90,4640
10.435917854309082,91,4691
10.653501510620117,92,4742
10.026650428771973,93,4793
11.34555721282959,94,4844
10.38847827911377,95,4895
10.885374069213867,96,4946
10.387677192687988,97,4997
10.063301086425781,98,5048
9.931777954101562,99,5099
10.294929504394531,100,5150
10.424259185791016,101,5201
10.12240219116211,102,5252
9.543317794799805,103,5303
9.810550689697266,104,5354
9.34343433380127,105,5405
10.171150207519531,106,5456
9.691808700561523,107,5507
9.593994140625,108,5558
10.30204963684082,109,5609
10.548117637634277,110,5660
10.097755432128906,111,5711
9.97812557220459,112,5762
10.46410846710205,113,5813
9.87512493133545,114,5864
9.314270973205566,115,5915
9.375787734985352,116,5966
9.460834503173828,117,6017
9.495469093322754,118,6068
9.511051177978516,119,6119
9.196033477783203,120,6170
8.831082344055176,121,6221
9.419454574584961,122,6272
9.345359802246094,123,6323
8.895055770874023,124,6374
9.133832931518555,125,6425
8.959020614624023,126,6476
9.589653015136719,127,6527
8.938567161560059,128,6578
9.075759887695312,129,6629
9.08542537689209,130,6680
8.435064315795898,131,6731
8.852534294128418,132,6782
8.541986465454102,133,6833
8.983372688293457,134,6884
8.661941528320312,135,6935
9.28494644165039,136,6986
8.264357566833496,137,7037
9.043787956237793,138,7088
8.934296607971191,139,7139
8.462991714477539,140,7190
8.40601634979248,141,7241
9.13733196258545,142,7292
8.613839149475098,143,7343
9.674102783203125,144,7394
8.38355541229248,145,7445
8.506950378417969,146,7496
8.34676456451416,147,7547
8.325749397277832,148,7598
8.388710975646973,149,7649
8.032115936279297,150,7700
8.164938926696777,151,7751
7.986379623413086,152,7802
8.045398712158203,153,7853
8.746357917785645,154,7904
8.054503440856934,155,7955
8.152299880981445,156,8006
8.932260513305664,157,8057
8.897623062133789,158,8108
7.573574066162109,159,8159
8.923867225646973,160,8210
7.6535539627075195,161,8261
7.664960861206055,162,8312
8.135292053222656,163,8363
7.827070713043213,164,8414
7.815960884094238,165,8465
7.87013053894043,166,8516
7.363157272338867,167,8567
7.487129211425781,168,8618
7.976389408111572,169,8669
8.390453338623047,170,8720
7.790515899658203,171,8771
8.218550682067871,172,8822
7.6651105880737305,173,8873
8.050558090209961,174,8924
7.829853057861328,175,8975
7.753849029541016,176,9026
8.047306060791016,177,9077
7.475400924682617,178,9128
7.564571857452393,179,9179
7.733409404754639,180,9230
7.898462772369385,181,9281
7.924623966217041,182,9332
7.946923732757568,183,9383
8.259886741638184,184,9434
7.4531331062316895,185,9485
7.77662467956543,186,9536
7.467999458312988,187,9587
