1.597872257232666016e+01,1.012335388183593750e+03,1.080403447151184082e+00,-7.851851940155029297e+00,5.573032855987548828e+00,1.198231428861618042e-02,5.700666904449462891e-01,-2.313273958861827850e-03,4.367711246013641357e-01,-4.126531982421875000e+01,-1.125995254516601562e+01,-8.803031444549560547e-01
1.606323814392089844e+01,1.011664611816406250e+03,1.099677324295043945e+00,-8.939272880554199219e+00,6.311422348022460938e+00,1.862658374011516571e-02,6.680089831352233887e-01,1.313633285462856293e-03,6.111678481101989746e-02,-3.923059844970703125e+01,-1.101018142700195312e+01,-7.980996966361999512e-01
1.893676185607910156e+01,1.011329162597656250e+03,9.433294534683227539e-01,-7.716217637062072754e-01,9.238833785057067871e-01,-2.812434220686554909e-03,1.345981657505035400e-01,-3.935636021196842194e-03,2.454542875289916992e+00,-3.659417343139648438e+01,-9.120476722717285156e+00,-9.561587572097778320e-01
1.580969142913818359e+01,1.012000000000000000e+03,1.108616948127746582e+00,-6.440712451934814453e+00,4.790474891662597656e+00,8.646208792924880981e-03,4.700239300727844238e-01,-2.057953970506787300e-03,1.266951680183410645e+00,-4.743914031982421875e+01,-1.248071098327636719e+01,-9.656511545181274414e-01
1.690839195251464844e+01,1.012782653808593750e+03,9.707311987876892090e-01,-2.905140399932861328e+00,2.316171407699584961e+00,3.366163931787014008e-03,2.846814393997192383e-01,-1.812686445191502571e-03,1.726019740104675293e+00,-3.593149948120117188e+01,-9.371496200561523438e+00,-8.890725374221801758e-01
1.834515380859375000e+01,1.013453430175781250e+03,9.158350229263305664e-01,-1.143080949783325195e+00,1.086919546127319336e+00,-1.823360798880457878e-03,1.651277244091033936e-01,-4.758778028190135956e-03,2.107496261596679688e+00,-3.234256362915039062e+01,-8.139588356018066406e+00,-9.104267954826354980e-01
1.648581504821777344e+01,1.013341613769531250e+03,1.054655075073242188e+00,-6.642444610595703125e+00,4.879375457763671875e+00,1.257824245840311050e-02,5.244917869567871094e-01,5.287998355925083160e-04,6.664474606513977051e-01,-3.884317779541015625e+01,-1.060539245605468750e+01,-8.390516042709350586e-01
1.589420700073242188e+01,1.012782653808593750e+03,1.055760145187377930e+00,-9.259161949157714844e+00,6.446433067321777344e+00,2.006467431783676147e-02,7.071951031684875488e-01,1.322600524872541428e-03,-4.685375392436981201e-01,-3.239196777343750000e+01,-9.509006500244140625e+00,-7.229884266853332520e-01
1.809160804748535156e+01,1.012670837402343750e+03,9.574769735336303711e-01,-9.280898571014404297e-01,1.059068918228149414e+00,-1.951714977622032166e-03,1.398801505565643311e-01,-3.622442716732621193e-03,2.523962259292602539e+00,-3.861151504516601562e+01,-9.511425018310546875e+00,-9.715368747711181641e-01
1.766903114318847656e+01,1.012335388183593750e+03,9.534505605697631836e-01,-1.583406209945678711e+00,1.520338773727416992e+00,-5.806024419143795967e-04,1.897267401218414307e-01,-3.123373258858919144e-03,2.179938316345214844e+00,-3.686328125000000000e+01,-9.277403831481933594e+00,-9.358835220336914062e-01
1.673936080932617188e+01,1.012447204589843750e+03,9.524990320205688477e-01,-5.442066192626953125e+00,3.985224246978759766e+00,1.078217290341854095e-02,4.861149191856384277e-01,-5.723936483263969421e-04,2.901419997215270996e-01,-2.678170013427734375e+01,-7.656045913696289062e+00,-7.451794147491455078e-01
1.919030761718750000e+01,1.011217346191406250e+03,9.486449956893920898e-01,-1.031414344906806946e-01,6.213890910148620605e-01,-3.086778568103909492e-03,9.967193007469177246e-02,-2.931258175522089005e-03,2.724925994873046875e+00,-3.848726272583007812e+01,-9.303413391113281250e+00,-9.771066308021545410e-01
1.665484619140625000e+01,1.013229858398437500e+03,1.089954614639282227e+00,-5.911547660827636719e+00,4.532918930053710938e+00,1.047679223120212555e-02,4.651982486248016357e-01,2.457634545862674713e-04,1.257440209388732910e+00,-4.407335281372070312e+01,-1.175073051452636719e+01,-9.134183526039123535e-01
1.893676185607910156e+01,1.012559020996093750e+03,1.030258893966674805e+00,5.756720900535583496e-02,7.393764257431030273e-01,-4.738552961498498917e-03,6.049214303493499756e-02,-2.201836556196212769e-03,3.490261554718017578e+00,-5.036791992187500000e+01,-1.216098976135253906e+01,-1.096540927886962891e+00
1.682387733459472656e+01,1.010546569824218750e+03,8.740208148956298828e-01,-1.548381209373474121e+00,1.331285119056701660e+00,-6.131624337285757065e-03,1.847723126411437988e-01,1.660508289933204651e-02,1.815078139305114746e+00,-2.940787887573242188e+01,-7.519972801208496094e+00,-8.925361633300781250e-01
1.910579299926757812e+01,1.012670837402343750e+03,1.041178107261657715e+00,-2.223647236824035645e-01,9.416795969009399414e-01,-5.362690426409244537e-03,7.301551103591918945e-02,-2.569410484284162521e-03,3.491343975067138672e+00,-5.143766403198242188e+01,-1.246405220031738281e+01,-1.104151606559753418e+00
1.919030761718750000e+01,1.011888183593750000e+03,9.208359122276306152e-01,-4.729911088943481445e-01,7.952588796615600586e-01,-3.551433794200420380e-03,1.303135752677917480e-01,-3.981913439929485321e-03,2.368626832962036133e+00,-3.411493682861328125e+01,-8.607145309448242188e+00,-9.328911900520324707e-01
1.758451461791992188e+01,1.010658386230468750e+03,9.834229350090026855e-01,-9.656201004981994629e-01,1.250856041908264160e+00,-1.932953251525759697e-03,1.444998681545257568e-01,-2.732475753873586655e-03,2.673986911773681641e+00,-4.221597290039062500e+01,-1.030951976776123047e+01,-9.997268915176391602e-01
1.910579299926757812e+01,1.012782653808593750e+03,1.005352973937988281e+00,3.447011113166809082e-02,7.675306797027587891e-01,-4.493362735956907272e-03,6.903825700283050537e-02,-1.078238710761070251e-03,3.314291477203369141e+00,-4.938361358642578125e+01,-1.193322563171386719e+01,-1.061877489089965820e+00
1.707742309570312500e+01,1.010322937011718750e+03,1.011080980300903320e+00,-1.336720228195190430e+00,1.458792805671691895e+00,-1.759627135470509529e-03,1.534182727336883545e-01,-3.636244684457778931e-03,2.798680543899536133e+00,-4.537680435180664062e+01,-1.121510314941406250e+01,-1.025936126708984375e+00
1.842967033386230469e+01,1.010770141601562500e+03,9.104586839675903320e-01,-3.012280166149139404e-01,6.995388269424438477e-01,-4.037742968648672104e-03,1.357086300849914551e-01,-3.361354116350412369e-03,2.296194553375244141e+00,-3.417515945434570312e+01,-8.261305809020996094e+00,-9.133985042572021484e-01
1.665484619140625000e+01,1.013677062988281250e+03,9.297596216201782227e-01,-3.525137901306152344e+00,2.810075998306274414e+00,5.595138296484947205e-03,3.643195629119873047e-01,-1.562074292451143265e-03,9.170213937759399414e-01,-2.635686874389648438e+01,-7.363080978393554688e+00,-7.838422060012817383e-01
1.673936080932617188e+01,1.013341613769531250e+03,1.061051845550537109e+00,-7.111176013946533203e+00,5.046537399291992188e+00,1.367872487753629684e-02,5.383294224739074707e-01,-5.869087763130664825e-04,6.276730895042419434e-01,-3.846106338500976562e+01,-1.042111873626708984e+01,-8.439811468124389648e-01
1.885224723815917969e+01,1.012894409179687500e+03,9.974796772003173828e-01,-3.265812397003173828e-01,9.276000857353210449e-01,-4.202584736049175262e-03,9.198550134897232056e-02,-3.196166129782795906e-03,3.095145225524902344e+00,-4.545232772827148438e+01,-1.119437408447265625e+01,-1.046146154403686523e+00
1.775354576110839844e+01,1.013341613769531250e+03,9.014869928359985352e-01,3.020452260971069336e-01,4.075252413749694824e-01,-3.823515027761459351e-03,1.003378033638000488e-01,-2.793235704302787781e-03,2.434307336807250977e+00,-3.263334274291992188e+01,-7.981918811798095703e+00,-9.184875488281250000e-01
1.606323814392089844e+01,1.011776367187500000e+03,9.824869036674499512e-01,-6.509639739990234375e+00,4.775911331176757812e+00,1.505679450929164886e-02,5.594354867935180664e-01,9.094076231122016907e-04,-8.307695388793945312e-03,-2.641815185546875000e+01,-7.890764236450195312e+00,-7.146235704421997070e-01
1.783806228637695312e+01,1.011105590820312500e+03,1.022300481796264648e+00,-1.227592945098876953e+00,1.294374585151672363e+00,-2.970250090584158897e-03,1.297385990619659424e-01,-3.901221789419651031e-03,2.977079391479492188e+00,-4.732639312744140625e+01,-1.148550891876220703e+01,-1.053675651550292969e+00
1.623226928710937500e+01,1.010546569824218750e+03,9.194473028182983398e-01,-5.429018020629882812e+00,3.961029291152954102e+00,1.159717142581939697e-02,5.015915632247924805e-01,-7.027345709502696991e-04,-6.215751171112060547e-03,-2.068911361694335938e+01,-6.407927989959716797e+00,-6.874120831489562988e-01
1.809160804748535156e+01,1.011552795410156250e+03,1.031813621520996094e+00,-1.437987685203552246e+00,1.543160200119018555e+00,-2.030282979831099510e-03,1.548351049423217773e-01,-2.649014582857489586e-03,2.937129020690917969e+00,-4.991687774658203125e+01,-1.205924892425537109e+01,-1.054438829421997070e+00
1.716193771362304688e+01,1.013453430175781250e+03,9.661421775817871094e-01,-3.702777862548828125e+00,2.786746978759765625e+00,4.784676246345043182e-03,3.324535489082336426e-01,-3.118651453405618668e-03,1.361893534660339355e+00,-3.463811492919921875e+01,-9.133013725280761719e+00,-8.761654496192932129e-01
1.902127838134765625e+01,1.012559020996093750e+03,8.973073959350585938e-01,-1.047686785459518433e-01,6.052894592285156250e-01,-3.526856424286961555e-03,1.183669343590736389e-01,-3.655945416539907455e-03,2.313313245773315430e+00,-3.177216911315917969e+01,-8.024999618530273438e+00,-9.111890792846679688e-01
1.640129852294921875e+01,1.010434753417968750e+03,9.768586158752441406e-01,-6.567178726196289062e+00,4.701523780822753906e+00,1.364595629274845123e-02,5.530999898910522461e-01,2.883533015847206116e-04,2.272951602935791016e-02,-2.773916816711425781e+01,-8.072445869445800781e+00,-7.263796925544738770e-01
1.682387733459472656e+01,1.012782653808593750e+03,9.558963775634765625e-01,-3.012660980224609375e+00,2.356000185012817383e+00,1.787134446203708649e-03,2.854243516921997070e-01,-4.307948984205722809e-03,1.600430369377136230e+00,-3.417931365966796875e+01,-8.869818687438964844e+00,-8.936179876327514648e-01
1.690839195251464844e+01,1.011664611816406250e+03,9.246737360954284668e-01,-2.249761104583740234e+00,1.986088752746582031e+00,2.832788042724132538e-03,2.626264691352844238e-01,-2.698118099942803383e-03,1.519356131553649902e+00,-3.033544158935546875e+01,-7.982826709747314453e+00,-8.535550832748413086e-01
1.623226928710937500e+01,1.012894409179687500e+03,1.067374944686889648e+00,-9.089828491210937500e+00,6.315227031707763672e+00,1.886927336454391479e-02,6.820988655090332031e-01,7.045813836157321930e-04,-2.093460261821746826e-01,-3.596063995361328125e+01,-1.017023658752441406e+01,-7.625049948692321777e-01
1.623226928710937500e+01,1.012559020996093750e+03,1.004324197769165039e+00,-7.402464866638183594e+00,5.258010864257812500e+00,1.475269068032503128e-02,6.019284129142761230e-01,1.815846189856529236e-04,-6.895706057548522949e-02,-2.991879844665527344e+01,-8.605305671691894531e+00,-7.284666299819946289e-01
