train_loss,epoch,step,Cost function,r2,Root Mean Square Error
1.223635196685791,0,10,,,
1.2197399139404297,1,21,,,
1.2032861709594727,2,32,,,
1.1962521076202393,3,43,,,
1.185819387435913,4,54,,,
1.1781678199768066,5,65,,,
1.167309284210205,6,76,,,
1.1587705612182617,7,87,,,
1.159323811531067,8,98,,,
1.1395293474197388,9,109,,,
1.13663911819458,10,120,,,
1.1278222799301147,11,131,,,
1.122001051902771,12,142,,,
1.1049753427505493,13,153,,,
1.0908005237579346,14,164,,,
1.090788722038269,15,175,,,
1.0765511989593506,16,186,,,
1.0743911266326904,17,197,,,
1.061855673789978,18,208,,,
1.0586780309677124,19,219,,,
1.0489704608917236,20,230,,,
1.0448462963104248,21,241,,,
1.0413298606872559,22,252,,,
1.0292019844055176,23,263,,,
1.0176986455917358,24,274,,,
1.0100417137145996,25,285,,,
1.0058339834213257,26,296,,,
0.9993845820426941,27,307,,,
0.9904749989509583,28,318,,,
0.9721494913101196,29,329,,,
0.9617326259613037,30,340,,,
0.96290123462677,31,351,,,
0.9472096562385559,32,362,,,
0.9513623118400574,33,373,,,
0.9369376301765442,34,384,,,
0.9338383078575134,35,395,,,
0.9231959581375122,36,406,,,
0.917643666267395,37,417,,,
0.9136471748352051,38,428,,,
0.9114410877227783,39,439,,,
0.8941454887390137,40,450,,,
0.8935049176216125,41,461,,,
0.891541600227356,42,472,,,
0.8876586556434631,43,483,,,
0.8806755542755127,44,494,,,
0.868532121181488,45,505,,,
0.8630855083465576,46,516,,,
0.8521197438240051,47,527,,,
0.8444256782531738,48,538,,,
0.8406347632408142,49,549,,,
0.8290492296218872,50,560,,,
0.8257016539573669,51,571,,,
0.8205909132957458,52,582,,,
0.8054760694503784,53,593,,,
0.8001174330711365,54,604,,,
0.8036645650863647,55,615,,,
0.7890507578849792,56,626,,,
0.7790444493293762,57,637,,,
0.7793933749198914,58,648,,,
0.7785419225692749,59,659,,,
0.7704079747200012,60,670,,,
0.7692629098892212,61,681,,,
0.7474757432937622,62,692,,,
0.7591157555580139,63,703,,,
0.7388656139373779,64,714,,,
0.7402563691139221,65,725,,,
0.7281293272972107,66,736,,,
0.7213002443313599,67,747,,,
0.7190924286842346,68,758,,,
0.7100816369056702,69,769,,,
0.7050245404243469,70,780,,,
0.6982789635658264,71,791,,,
0.6946458220481873,72,802,,,
0.6840693354606628,73,813,,,
0.6796084046363831,74,824,,,
0.6770159006118774,75,835,,,
0.6639018654823303,76,846,,,
0.6626429557800293,77,857,,,
0.6521266102790833,78,868,,,
0.6544272303581238,79,879,,,
0.6445099115371704,80,890,,,
0.6419929265975952,81,901,,,
0.6383346915245056,82,912,,,
0.6201719045639038,83,923,,,
0.618888258934021,84,934,,,
0.6160849332809448,85,945,,,
0.6056627631187439,86,956,,,
0.6006721258163452,87,967,,,
0.6016866564750671,88,978,,,
0.5916236042976379,89,989,,,
0.5903713703155518,90,1000,,,
0.5862136483192444,91,1011,,,
0.5696783661842346,92,1022,,,
0.570167064666748,93,1033,,,
0.5705371499061584,94,1044,,,
0.5678046345710754,95,1055,,,
0.5552955865859985,96,1066,,,
0.5443289279937744,97,1077,,,
0.5427796244621277,98,1088,,,
0.544454038143158,99,1099,,,
0.5278181433677673,100,1110,,,
0.5350922346115112,101,1121,,,
0.5227336287498474,102,1132,,,
0.5143315196037292,103,1143,,,
0.5088380575180054,104,1154,,,
0.5121626257896423,105,1165,,,
0.5090844631195068,106,1176,,,
0.502938449382782,107,1187,,,
0.506088376045227,108,1198,,,
0.49261197447776794,109,1209,,,
0.484546035528183,110,1220,,,
0.4810762107372284,111,1231,,,
0.48517298698425293,112,1242,,,
0.4742334485054016,113,1253,,,
0.47542789578437805,114,1264,,,
0.4617902636528015,115,1275,,,
0.4596777856349945,116,1286,,,
0.45925673842430115,117,1297,,,
0.44650715589523315,118,1308,,,
0.45546162128448486,119,1319,,,
0.44161319732666016,120,1330,,,
0.4392797350883484,121,1341,,,
0.43435439467430115,122,1352,,,
0.4263584315776825,123,1363,,,
0.43705615401268005,124,1374,,,
0.4201540946960449,125,1385,,,
0.4177413284778595,126,1396,,,
0.4065581262111664,127,1407,,,
0.406876802444458,128,1418,,,
0.3983967900276184,129,1429,,,
0.3972591757774353,130,1440,,,
0.39532795548439026,131,1451,,,
0.40243828296661377,132,1462,,,
0.3926277160644531,133,1473,,,
0.38454440236091614,134,1484,,,
0.3809907138347626,135,1495,,,
0.39446064829826355,136,1506,,,
0.3868316411972046,137,1517,,,
0.3794137239456177,138,1528,,,
0.36381855607032776,139,1539,,,
0.37548619508743286,140,1550,,,
0.36263152956962585,141,1561,,,
0.36155298352241516,142,1572,,,
0.36325493454933167,143,1583,,,
0.3525860011577606,144,1594,,,
0.350607693195343,145,1605,,,
0.3609417974948883,146,1616,,,
0.35260000824928284,147,1627,,,
0.34956228733062744,148,1638,,,
0.3533574342727661,149,1649,,,
0.33888673782348633,150,1660,,,
0.3416028916835785,151,1671,,,
0.3425252437591553,152,1682,,,
0.31880611181259155,153,1693,,,
0.33282729983329773,154,1704,,,
0.3308475613594055,155,1715,,,
0.3218354284763336,156,1726,,,
0.3259163796901703,157,1737,,,
0.3098151683807373,158,1748,,,
0.31307435035705566,159,1759,,,
0.3225264549255371,160,1770,,,
0.3084658682346344,161,1781,,,
0.3086688816547394,162,1792,,,
0.31232768297195435,163,1803,,,
0.30226001143455505,164,1814,,,
0.31049245595932007,165,1825,,,
0.3006356954574585,166,1836,,,
0.2960030138492584,167,1847,,,
0.2926563024520874,168,1858,,,
0.3010746240615845,169,1869,,,
0.3071054518222809,170,1880,,,
0.2860476076602936,171,1891,,,
0.2903595566749573,172,1902,,,
0.281496524810791,173,1913,,,
0.29522088170051575,174,1924,,,
0.28802916407585144,175,1935,,,
0.28582286834716797,176,1946,,,
0.2862797677516937,177,1957,,,
0.28153789043426514,178,1968,,,
0.2782738208770752,179,1979,,,
0.27853530645370483,180,1990,,,
0.2810418903827667,181,2001,,,
0.28778308629989624,182,2012,,,
0.27054107189178467,183,2023,,,
0.28260141611099243,184,2034,,,
0.2705407440662384,185,2045,,,
0.27419623732566833,186,2056,,,
0.26859527826309204,187,2067,,,
0.26890337467193604,188,2078,,,
0.2548632323741913,189,2089,,,
0.25675880908966064,190,2100,,,
0.26023581624031067,191,2111,,,
0.25729483366012573,192,2122,,,
0.2556203603744507,193,2133,,,
0.25894826650619507,194,2144,,,
0.24824410676956177,195,2155,,,
0.25868964195251465,196,2166,,,
0.25832048058509827,197,2177,,,
0.2574903070926666,198,2188,,,
0.24867385625839233,199,2199,,,
0.24881841242313385,200,2210,,,
0.24975858628749847,201,2221,,,
0.2475815862417221,202,2232,,,
0.2422492802143097,203,2243,,,
0.2484903186559677,204,2254,,,
0.24225644767284393,205,2265,,,
0.2482878863811493,206,2276,,,
0.23687531054019928,207,2287,,,
0.24569375813007355,208,2298,,,
0.24071258306503296,209,2309,,,
0.23863725364208221,210,2320,,,
0.2339700162410736,211,2331,,,
0.23579905927181244,212,2342,,,
0.23445293307304382,213,2353,,,
0.24488762021064758,214,2364,,,
0.23913107812404633,215,2375,,,
0.23581169545650482,216,2386,,,
0.23495416343212128,217,2397,,,
0.23566551506519318,218,2408,,,
0.23299232125282288,219,2419,,,
0.22905799746513367,220,2430,,,
0.22537612915039062,221,2441,,,
0.23746462166309357,222,2452,,,
0.23200838267803192,223,2463,,,
0.23103109002113342,224,2474,,,
0.2169117033481598,225,2485,,,
0.23346683382987976,226,2496,,,
0.22078454494476318,227,2507,,,
0.22798632085323334,228,2518,,,
0.22088702023029327,229,2529,,,
0.23535709083080292,230,2540,,,
0.2330264449119568,231,2551,,,
0.2305818349123001,232,2562,,,
0.22045768797397614,233,2573,,,
0.22169212996959686,234,2584,,,
0.21191242337226868,235,2595,,,
0.2194645255804062,236,2606,,,
0.2178904414176941,237,2617,,,
0.20735035836696625,238,2628,,,
0.21459373831748962,239,2639,,,
0.2153458446264267,240,2650,,,
0.21324920654296875,241,2661,,,
0.21046693623065948,242,2672,,,
0.20670200884342194,243,2683,,,
0.21180671453475952,244,2694,,,
0.20855818688869476,245,2705,,,
0.20609422028064728,246,2716,,,
0.21466144919395447,247,2727,,,
0.21048280596733093,248,2738,,,
0.2170569747686386,249,2749,,,
0.2027260810136795,250,2760,,,
0.20342300832271576,251,2771,,,
0.20709791779518127,252,2782,,,
0.20240196585655212,253,2793,,,
0.20412085950374603,254,2804,,,
0.2091955989599228,255,2815,,,
0.2056306004524231,256,2826,,,
0.19939371943473816,257,2837,,,
0.20764091610908508,258,2848,,,
0.19693079590797424,259,2859,,,
0.1974361687898636,260,2870,,,
0.1992986500263214,261,2881,,,
0.20379093289375305,262,2892,,,
0.1947917938232422,263,2903,,,
0.1971541792154312,264,2914,,,
0.19758965075016022,265,2925,,,
0.19455291330814362,266,2936,,,
0.19171766936779022,267,2947,,,
0.1950162947177887,268,2958,,,
0.19730688631534576,269,2969,,,
0.19570058584213257,270,2980,,,
0.1913539469242096,271,2991,,,
0.18803511559963226,272,3002,,,
0.19195252656936646,273,3013,,,
0.19912590086460114,274,3024,,,
0.1945458948612213,275,3035,,,
0.19383876025676727,276,3046,,,
0.19072158634662628,277,3057,,,
0.19923314452171326,278,3068,,,
0.19034883379936218,279,3079,,,
0.19136300683021545,280,3090,,,
0.18977415561676025,281,3101,,,
0.1900293529033661,282,3112,,,
0.19195640087127686,283,3123,,,
0.18910065293312073,284,3134,,,
0.1861627697944641,285,3145,,,
0.1891820877790451,286,3156,,,
0.18487663567066193,287,3167,,,
0.18350011110305786,288,3178,,,
0.170987069606781,289,3189,,,
0.18194493651390076,290,3200,,,
0.18402735888957977,291,3211,,,
0.18557126820087433,292,3222,,,
0.1772870272397995,293,3233,,,
0.18832328915596008,294,3244,,,
0.17972153425216675,295,3255,,,
0.17858384549617767,296,3266,,,
0.17750567197799683,297,3277,,,
0.17965488135814667,298,3288,,,
0.18137648701667786,299,3299,,,
0.1847507208585739,300,3310,,,
0.18017858266830444,301,3321,,,
0.1819145232439041,302,3332,,,
0.18270128965377808,303,3343,,,
0.17712745070457458,304,3354,,,
0.1809767782688141,305,3365,,,
0.18429404497146606,306,3376,,,
0.18680143356323242,307,3387,,,
0.182594895362854,308,3398,,,
0.18392539024353027,309,3409,,,
,310,3410,0.12831425666809082,0.5086462483472872,0.35280197858810425
