train_loss,epoch,step,Cost function,r2,Root Mean Square Error
1.2317289113998413,0,13,,,
1.2229994535446167,1,27,,,
1.21121346950531,2,41,,,
1.2011171579360962,3,55,,,
1.1906232833862305,4,69,,,
1.1656991243362427,5,83,,,
1.1634563207626343,6,97,,,
1.1559842824935913,7,111,,,
1.1537736654281616,8,125,,,
1.1421077251434326,9,139,,,
1.1111388206481934,10,153,,,
1.1106147766113281,11,167,,,
1.1069227457046509,12,181,,,
1.1001569032669067,13,195,,,
1.0832374095916748,14,209,,,
1.0689438581466675,15,223,,,
1.051807165145874,16,237,,,
1.0545254945755005,17,251,,,
1.054216980934143,18,265,,,
1.0418378114700317,19,279,,,
1.0368129014968872,20,293,,,
1.0182911157608032,21,307,,,
1.0113145112991333,22,321,,,
1.0019506216049194,23,335,,,
0.9949640035629272,24,349,,,
0.975560188293457,25,363,,,
0.9679360389709473,26,377,,,
0.9809621572494507,27,391,,,
0.9638636708259583,28,405,,,
0.9510536789894104,29,419,,,
0.9530490636825562,30,433,,,
0.9400310516357422,31,447,,,
0.938506007194519,32,461,,,
0.920621931552887,33,475,,,
0.9215816259384155,34,489,,,
0.9127602577209473,35,503,,,
0.893061101436615,36,517,,,
0.8820786476135254,37,531,,,
0.8979702591896057,38,545,,,
0.8617980480194092,39,559,,,
0.8747150897979736,40,573,,,
0.8671009540557861,41,587,,,
0.8700032830238342,42,601,,,
0.8452922701835632,43,615,,,
0.8373945951461792,44,629,,,
0.8336763978004456,45,643,,,
0.8344904780387878,46,657,,,
0.8415833711624146,47,671,,,
0.8173553943634033,48,685,,,
0.812615692615509,49,699,,,
0.7982441782951355,50,713,,,
0.8146530389785767,51,727,,,
0.7914447784423828,52,741,,,
0.779472827911377,53,755,,,
0.7821072340011597,54,769,,,
0.7705113291740417,55,783,,,
0.7742908000946045,56,797,,,
0.7446646690368652,57,811,,,
0.7598890066146851,58,825,,,
0.7413356900215149,59,839,,,
0.7433726787567139,60,853,,,
0.7203604578971863,61,867,,,
